"Gender","Group","Begin","Middle","After"
"2","2",104.328502670096,64.0252225240123,105.290444411552
"2","2",69.7662539510953,63.7670058186075,98.367456649126
"2","2",87.2511477101741,56.2011858918603,93.0220863010695
"2","2",94.7554051183167,63.4530831791045,106.85631125405
NA,"2",98.6039434976668,70.9672755024782,112.721530215025
"2","2",97.1522648034001,66.9133266807163,106.366255335515
"2","2",104.43724201016,62.3816309953185,110.209247881088
"2","2",106.539930485261,69.9961734448909,110.986175311852
"2","2",NA,57.7835517935591,90.3851337594929
"2","2",116.817723677839,67.8431309663037,97.9467075345384
"2","2",74.0293420910071,60.1106619168106,106.225693205174
"2","2",118.405507479662,63.5966745995014,106.474704073013
"2","2",141.622135518881,70.1373109310612,99.1188087440451
"2","2",82.3318817922586,63.0602047330775,102.599347063911
"2","2",87.6308300011426,54.0431672985218,96.3560722639319
"2","2",86.997184381672,68.3578180440566,103.339600435536
"2","2",91.0002619030721,64.5793325279543,101.096164280511
"2","2",107.392524890768,63.999985320583,97.4435208999062
"2","2",95.0728318213363,61.7253561847712,93.3980141273258
"2","2",85.1126247213872,70.707296740441,100.414257426105
"2","2",100.614992421078,61.4461929178862,109.704276079564
"2","2",83.703069584031,70.9099114089203,109.686266282075
"2","2",98.2984833860391,58.0236227038735,99.7070645237625
"2","2",120.89301849009,65.4737817910649,104.452784280894
"2","2",109.255130412479,73.5172705303778,107.878883250906
"2","2",107.574117238909,61.6320675291014,108.378142220235
"2","2",79.1411829395332,67.246132620772,108.608428718569
"2","2",115.717448793685,68.3414435157237,96.3263637477867
"2","2",82.959466159303,65.6810309677132,99.1316424069007
"2","2",102.269038820775,63.5266148654193,NA
"2","2",96.217038751933,65.5833073902438,96.0405230394912
"2","2",101.34180331435,64.1964681479463,109.570670582313
"2","2",106.110934682977,NA,108.623395324196
"2","2",96.9457480103538,54.2238907375055,95.4650094318667
"2","2",112.921880441453,61.842472906614,98.4356785085883
"2","2",104.94855655703,59.0090533758798,92.6980371868987
"2","2",100.607317213962,60.47409080511,103.499962276194
"2","2",102.121747369968,59.7109864694663,87.8906296583254
"2","2",108.166786700923,66.4785352827758,107.114234144029
"2","2",81.8138414011776,65.9755865051284,101.355533945749
"2","2",76.6337798845039,61.8883283274834,109.885339792069
"2","2",85.2576577109047,60.9796358617273,101.746088842077
"2","2",119.799965060639,69.546026868947,102.179201184953
"2","2",104.294314166976,66.1304510662994,106.762985031394
"2","2",89.0319926173762,66.4868461832498,109.331623972853
"2","2",108.606066861127,68.2406842232748,108.054463636147
"2","2",103.36184757239,NA,98.984345452334
"2","2",85.6819394783246,64.4117882549425,103.439247478304
"2","2",110.582242326076,69.8278360596204,98.7409072512838
"2","2",95.9875551483062,62.2663191015212,104.829523805396
"2","2",120.062438982909,70.5307081408527,101.289320977264
"2","2",105.953044961298,64.7996198834973,99.5087044235683
"2","2",101.134610684113,67.2357496160605,104.410750357405
"2","2",70.8681168565285,64.8564920571494,98.8344556943474
"2","2",101.854223829106,66.1334270720742,98.6671041774405
"2","2",102.188016535033,70.6235708583311,100.888717531704
"2","2",97.6064486437099,63.5395673153631,101.798828136417
"2","2",94.323523121338,67.0915265157644,107.057611947855
"2","2",98.323052115374,57.7539946116733,90.1076552916026
"2","2",133.015153096455,61.0366525063022,103.174999194196
"2","2",88.8014861163707,67.1438852925696,101.149370034913
"2","2",89.6817805777029,62.9397139633643,106.867955187682
"2","2",107.337751805094,NA,91.7962951082201
"2","2",101.665302585825,63.1706246914205,105.019276781797
"2","2",114.868936616942,61.2573208068514,92.3456865207177
"2","2",84.5051290948509,67.7923854305805,99.2889882547301
"2","2",103.692150526362,60.4388506960245,105.140810418664
"2","2",114.238880786021,71.8129825310836,110.237025039207
"2","2",142.305120934051,70.5549772221142,101.245542813894
"2","2",108.155358960971,66.5792225608316,102.441565027668
"2","2",107.350976006512,63.0460723025304,96.2348811125761
"2","2",110.445501975315,75.2298854232072,NA
"2","2",95.6342077695822,63.1029367345569,96.0665935605382
"2","2",123.893096872146,71.554833902656,98.4924487227629
"2","2",102.111663514243,61.0547916739188,97.9327286596622
"2","2",102.643622695241,69.3939473703588,96.0359536577727
"2","2",93.6607814759116,61.2894179964657,111.38894667171
"2","2",104.303322799019,65.3504676792992,103.420318150132
"2","2",113.556446808088,60.7813155728649,102.998733998463
"2","2",67.1514791279436,68.7743382772913,104.240288273228
"2","2",117.249652296197,67.8451707589071,106.867169732105
"2","2",103.987296941854,62.7850287983349,99.6110096557959
"2","2",115.374284365944,73.2425303477153,95.9207852814808
"2","2",77.2043506334251,60.6739532068848,99.3727570739084
"2","2",85.970113798223,66.0147937492706,97.9329499820911
"2","2",89.8004617169741,62.5734097174676,99.4132436327883
"2","2",148.248630921813,64.6547462560019,94.4767881059053
"2","2",112.000558795847,59.8418378231256,95.9889047552612
"2","2",87.715116306441,69.4742159117952,108.043074824079
"2","2",121.380109400536,65.8831892456687,110.336954467158
"2","2",94.2243374300984,66.9572945042412,111.923243780607
"2","2",118.21194520091,56.5693561084052,95.3072764988686
"2","2",78.3015472751624,66.4041172607541,107.1678148687
"2","2",104.794091515599,68.153407687034,104.240679454576
"2","2",97.6444211512845,65.8446345339669,95.1370191082789
"2","2",95.7177619878273,57.6106592062549,100.258417332007
"2","2",114.94373326149,66.7685461157233,97.404679761303
"2","2",89.9181943669027,64.4958648413068,101.860588446538
"2","2",82.7831441611202,62.7335475945284,90.8459120653635
"2","2",127.852986784811,70.585271280497,96.1735243107337
"1","2",126.390507576106,58.974783011797,103.286414613618
"1","2",103.855670926804,66.8390606841561,90.4496845076592
"1","2",98.0275670220123,69.9843832679813,97.9608513640638
"1",NA,105.74865863924,60.0264636441134,113.786119378236
"1","2",132.086804738862,70.9529772508714,95.7002167133868
"1","2",113.987827529826,58.7572186917023,98.3739298633618
"1","2",108.721963518785,62.6826941736681,102.142388529455
"1","2",105.434703294943,61.8349268663864,103.161344138758
"1","2",93.0244572344004,62.1209121180363,98.6348019528816
"1","2",111.153463694991,59.8957646455556,94.064893142214
"1","2",73.7383331667716,63.3193398353316,116.295717479942
"1","2",98.3710097883983,69.2709292513666,104.754552409606
"1","2",95.904009067595,57.7543503974674,96.233903460315
"1","2",101.19411357389,67.857098795853,99.9930941081161
"1","2",89.0589300256884,61.0194451703465,99.771209455811
"1","2",97.8892847570626,67.5385579104973,102.144984248017
"1","2",125.235019967648,68.675688829273,98.5462557478778
NA,"2",89.7437409676296,73.3366161998866,107.807662865487
"1","2",110.339971213066,72.7756159438336,109.5621061982
"1","2",87.1039665110656,58.234423109709,110.46016102662
"1","2",105.2794842266,65.6982431391827,NA
"1","2",103.043769586729,69.6710748969402,94.2826742302826
"1","2",103.644342144799,63.6315121066617,105.639424980201
"1","2",101.270871400634,67.7583966450597,110.669310384061
"1","2",94.6149944061209,66.768028747793,99.8997781106713
"1","2",110.321695222065,62.8111758579746,99.3255365121159
"1","2",114.646619586684,53.1993571771414,101.506851677681
"1","2",107.954886121401,73.4425324220928,98.3592206757277
"1","2",103.366009616274,62.8876014147218,98.6609174313974
"1","2",113.924733973802,62.9967591599046,92.2154856574009
"1","2",105.373741022187,70.693892683219,105.943832877699
"1","2",109.17449173075,68.8826190271097,93.5388456392138
"1","2",94.4678524038531,65.4431430171408,99.9258224037794
"1","2",79.99833683478,67.8089177090051,107.237407433829
"1","2",97.3183045968958,73.2203785132761,105.224299753182
"1","2",99.8474589683344,68.718275961394,110.357499313024
"1","2",101.385238778553,70.4061079706195,104.956426152234
"1","2",104.058591513831,71.2537948242482,96.4977927652826
"1","2",92.7913876282777,60.204517769004,100.739580809358
"1","2",98.1326606300911,62.2893205452286,93.3299459812625
"1","2",114.258753233226,64.5420020602443,96.9130836597164
"1","2",NA,61.2558754384436,97.855859333457
"1","2",107.849321742236,64.0464022381946,99.6184621237018
"1","2",100.550923820647,65.7286044516193,98.618825455472
"1","2",108.895645538298,72.0346701233841,110.025458007539
"1","2",109.151944094518,74.1533332345068,99.3521280451206
"1","2",95.3216536170304,61.0654023685872,107.715090034352
"1","2",97.0854110358953,61.0887014952796,97.6504233962404
"1","2",105.499891500561,NA,108.185441346977
"1","2",103.033008907644,54.4390070213784,89.7684749023987
"1","2",111.241385655184,58.1773129778982,102.655737770985
"1","2",101.774069921933,61.8301864968459,108.460159452864
"1","2",112.427365956688,73.7743432093807,95.8216848908338
"1","2",100.997464552552,62.4082495858501,98.8969457193793
