"gender","PAL_cell","PAL_acc"
"male",72.4006570351277,85.1370858719345
"male",76.2062996236089,74.6959138225082
"male",73.9894180950249,66.7842060128155
"male",70.8665372809887,65.4232948393563
"male",54.8597935442081,67.4557297142323
"male",77.9428213253685,83.2949210027534
"male",69.106757360934,66.7267940307791
"male",75.0644352678202,72.3854161281744
"male",67.690800874886,51.9653490922108
"male",73.0956931780271,74.5262699893203
"male",NA,52.3786938575334
"male",80.7885433804063,76.2271047043759
"male",69.1510462374321,55.7394383985716
"male",78.6761864584267,75.5666101223992
"male",82.1840134797691,69.3291091417178
"male",72.5881982207414,63.8441979148815
"male",60.8752944426126,69.8522165528652
"male",85.4194894102543,76.4244170597175
"male",70.3795418254552,71.3548359622226
"male",83.9443234031233,68.9070753560881
"male",74.7783439061255,72.5852818708896
"male",81.9823120573364,82.6472765986365
"male",71.1537383216659,65.446526374528
"male",74.1502037172106,68.2750448245837
"male",77.6928590730127,68.5426984264035
"male",70.8320280343964,70.7658184142912
"male",63.3136123988265,61.3697366637545
"male",73.0270354117649,74.1959036113411
"male",72.0998103355967,66.9589501205765
"male",63.9739048278267,64.3910024134725
"male",72.5867264483627,70.3243824046032
"male",65.1000733364443,63.2019880967467
"male",78.4483955038249,69.2453539671429
"male",90.2097428580619,74.2856646491723
"male",76.2933898266054,69.6312660388654
"male",84.4844617874705,82.241034494705
"male",85.0554396824544,85.0694356496738
"male",73.5877926539369,71.5126424751607
"male",77.7323610551133,65.7271179464633
"male",71.8797101617864,62.6315166212805
"male",74.2292069418433,79.424840043561
"male",79.1233476325559,77.7298876098711
"male",77.819384036623,79.0504868020557
"male",70.5362858869002,62.966500312717
"male",70.2123528654554,69.7462910930523
"male",73.0988593385123,75.3487112135503
"male",73.0561505266601,60.7000763505234
"male",71.4232123393147,60.549204963135
"male",67.3508041186572,61.5220529118362
"male",67.76346409569,59.402077669912
"male",75.1795789090658,76.6171647013762
"male",74.368405753655,67.9810318743127
"male",74.7597829003647,80.6204749350757
"male",85.8342232484146,84.7287736856981
"male",59.0195558703319,58.8082479939406
"male",73.9590236930434,NA
"male",77.9278594960994,69.730726605992
"male",73.044817154869,64.7612654776963
"male",72.274328833067,72.4651573922092
"male",69.3051195146289,62.8878982708685
"male",83.5182436761721,71.1858044277597
"male",81.2188059597867,72.3438776551328
"male",78.2664034073347,74.3044235344201
"male",62.038733675014,59.7568589351898
"male",70.1339026109148,61.7161203295751
"male",72.745881780121,62.3704110527748
"male",79.7551458199661,65.2151817402737
"male",78.8219443792875,74.0659868010663
"male",73.4362357962979,70.2232850790912
"male",75.8394533142271,73.7603701723708
"male",81.9345948789685,81.6726306622105
"male",80.7780112459981,77.8168191770759
"male",64.4389399660445,65.0891742238283
"male",72.0851556073606,70.262435230257
"male",78.0031596452471,78.9446639567774
"male",83.2007915610454,76.8252997817864
"male",70.884176513492,70.5079226605996
"male",63.5767438349245,69.446648205887
"male",63.1693061799022,67.0352126723534
"male",72.5628327633008,62.170790184715
"male",89.1763118099635,89.5578875531754
"male",76.0563325757639,69.8494489157275
"male",76.4530106412504,74.1872279784795
"male",74.7441033759586,70.9552462013045
"male",72.7007153532424,77.6801760009618
"male",57.1097942447942,50.9140622561547
"male",69.5381197904941,64.6277077720865
"male",79.494275229266,77.8863848615241
"male",66.6557349049712,NA
"male",76.5363085307671,65.100208652412
"male",61.8604152881768,55.3871871381033
"male",72.3791138110899,63.3832401383328
"male",84.8051305473612,93.6115271073327
"male",71.0076992718115,63.2341214060054
"male",80.9325286599697,66.9488723062493
"male",64.3073299954988,64.1717374509959
"male",87.2804135659903,88.5637895094386
"male",NA,74.697018341742
"male",88.8566033134163,73.4761506320622
"male",82.4864317997046,77.6827696888457
"female",51.616168395204,58.6858930718538
"female",65.1843694427764,57.702425741375
"female",57.6460878839399,35.8330758962889
"female",52.6546523844225,58.333214584317
"female",52.7997212922793,49.2724870069073
"female",61.226214758117,64.8385164463736
"female",53.1153595876983,51.3802294811831
"female",54.9720379204206,62.5531537959167
"female",69.5866632975411,69.7654607399738
"female",46.1836249123455,48.7005481878049
"female",NA,79.2594210686776
"female",56.9946920845849,54.3556811001809
"female",52.9654978248591,50.1938501196584
"female",63.7205270732329,41.0057945673038
"female",40.4447355736901,32.0332467565067
"female",56.4387580922722,48.3211368945957
"female",57.4474638303147,39.1965148497016
"female",53.8853036603842,46.0202933783171
"female",57.5615230471273,62.8306894177542
"female",56.1749122849326,58.9976122775338
"female",64.1352918514364,66.3472519699943
"female",67.4802958845261,49.4521766855608
"female",52.1348583779612,47.6347432456076
"female",58.0591849873238,66.4055373507641
"female",59.4533903316241,68.9282180713862
"female",49.8982379566972,33.1053584564401
"female",53.0529496507504,46.007294287504
"female",64.138642177445,51.4168044511176
"female",55.0272495005356,53.5706395032084
"female",62.1159997505588,63.6384850714131
"female",54.1614958447524,47.7875489495303
"female",63.8642349286339,67.8321221810552
"female",50.2286092147927,42.4014357623181
"female",55.0087074707257,NA
"female",68.8569392117939,52.2712258484566
"female",62.0625527496114,53.7929934466563
"female",44.5148073957955,47.592812666847
"female",48.9616359131003,55.8702159171738
"female",56.8109523474601,60.9019862401383
"female",NA,65.3672997736966
"female",47.6909666747157,43.8167161247407
"female",53.1983381043173,57.4435810163839
"female",75.2794214604864,68.5921001920408
"female",55.910375914201,59.5351848982978
"female",NA,69.2982876785673
"female",62.5187947298996,51.3387619611688
"female",64.5380154166359,60.295703326528
"female",51.5160392013021,44.7848896160542
"female",59.4742109453489,NA
"female",58.1462923479262,60.5163145513654
"female",56.5248903427374,45.4096392984706
"female",54.8504714578117,51.4023461477762
"female",53.8797239498076,57.8816954563351
"female",59.8720985850282,60.0534226202175
"female",53.4419227770739,35.3819751585917
"female",59.2258722460321,44.1019980760806
"female",61.598928543317,51.2944549607942
"female",51.6240812034678,NA
"female",62.2915484062591,42.4340785961811
"female",50.196023090885,52.9204525565029
"female",50.0489972545898,36.1108458018804
"female",57.4584538278174,40.1313131919599
"female",56.1628882291369,53.3286883192153
"female",41.3326138273037,32.9287056271615
"female",56.1845480014142,49.9206677865009
"female",59.3255642770734,52.4765728718719
"female",43.6611457318824,46.5159064523431
"female",48.475687689923,61.8942629272446
"female",55.5744324171805,55.9475791431643
"female",48.0797120780012,49.8802020437662
"female",72.5079727425428,NA
"female",51.1149578338325,42.3755553934392
"female",71.8395207127395,65.9105078442087
"female",67.1551365153855,63.3566794159513
"female",50.4912137243717,52.6298669162426
"female",57.4535107424998,64.459078261412
"female",53.1241348361738,46.8776245290464
"female",78.4143751483127,72.4168679609986
"female",63.8193489545053,46.1935591286504
"female",65.0457959672517,66.7943293695867
"female",NA,61.0568225726414
"female",57.3829445713105,51.6385184919046
"female",54.1165704063913,58.8588059622564
"female",62.9863042887545,53.924260267259
"female",62.0773848345567,67.6852738372381
"female",52.8070608618836,47.7286111634228
"female",62.4811637151255,45.3512695918287
"female",63.0707169540065,51.9111986070632
"female",56.0193254790578,63.304253016477
"female",56.4543595630912,54.2613025436027
"female",55.0043438280189,68.8073777952618
"female",48.8297631664403,23.6775691899542
"female",59.7746897745555,48.8845264077475
"female",46.994483410107,47.1793791441458
"female",54.9882553143553,49.9612944208481
"female",60.5237773187336,45.7733174149099
"female",68.869835837059,82.9969108375415
"female",54.7216388851341,52.0388453026458
"female",48.9675338582696,57.144612047691
"female",38.324566178386,50.865215973678
